gene_ID_or_name,ref,chr,Ensemble_transcript_strand,coordinate,type
ENSMUST00000204477,ensembl_GRCm39_latest,10,1,78355449,end_of_ATG
ENSMUST00000204477,ensembl_GRCm39_latest,10,1,78356398,start_of_STOP
ENSMUST00000115031,ensembl_GRCm39_latest,1,1,36346916,end_of_ATG
ENSMUST00000115031,ensembl_GRCm39_latest,1,1,36359282,start_of_STOP
ENSMUST00000059790,ensembl_GRCm39_latest,4,1,143143238,end_of_ATG
ENSMUST00000059790,ensembl_GRCm39_latest,4,1,143145973,start_of_STOP
ENSMUST00000030787,ensembl_GRCm39_latest,5,-1,25047232,end_of_ATG
ENSMUST00000030787,ensembl_GRCm39_latest,5,-1,25008664,start_of_STOP
ENSMUST00000073641,ensembl_GRCm39_latest,4,-1,143176850,end_of_ATG
ENSMUST00000073641,ensembl_GRCm39_latest,4,-1,143164023,start_of_STOP
ENSMUST00000178489,ensembl_GRCm39_latest,4,1,143241619,end_of_ATG
ENSMUST00000178489,ensembl_GRCm39_latest,4,1,143243816,start_of_STOP
ENSMUST00000094521,ensembl_GRCm39_latest,4,1,143257365,end_of_ATG
ENSMUST00000094521,ensembl_GRCm39_latest,4,1,143259562,start_of_STOP
ENSMUST00000130643,ensembl_GRCm39_latest,17,-1,28841384,end_of_ATG
ENSMUST00000130643,ensembl_GRCm39_latest,17,-1,28809033,start_of_STOP
ENSMUST00000105776,ensembl_GRCm39_latest,4,1,143282022,end_of_ATG
ENSMUST00000105776,ensembl_GRCm39_latest,4,1,143284219,start_of_STOP
ENSMUST00000029201,ensembl_GRCm39_latest,3,1,32490357,end_of_ATG
ENSMUST00000029201,ensembl_GRCm39_latest,3,1,32516978,start_of_STOP
ENSMUST00000164954,ensembl_GRCm39_latest,3,-1,32546116,end_of_ATG
ENSMUST00000164954,ensembl_GRCm39_latest,3,-1,32526472,start_of_STOP
ENSMUST00000105774,ensembl_GRCm39_latest,4,1,143297584,end_of_ATG
ENSMUST00000105774,ensembl_GRCm39_latest,4,1,143299782,start_of_STOP
ENSMUST00000239516,ensembl_GRCm39_latest,4,1,99719633,end_of_ATG
ENSMUST00000239516,ensembl_GRCm39_latest,4,1,99769805,start_of_STOP
ENSMUST00000070117,ensembl_GRCm39_latest,9,-1,114469006,end_of_ATG
ENSMUST00000070117,ensembl_GRCm39_latest,9,-1,114420608,start_of_STOP
ENSMUST00000058280,ensembl_GRCm39_latest,7,1,30193111,end_of_ATG
ENSMUST00000058280,ensembl_GRCm39_latest,7,1,30212405,start_of_STOP
ENSMUST00000075451,ensembl_GRCm39_latest,1,-1,194813611,end_of_ATG
ENSMUST00000075451,ensembl_GRCm39_latest,1,-1,194786172,start_of_STOP
ENSMUST00000113481,ensembl_GRCm39_latest,17,1,46694767,end_of_ATG
ENSMUST00000113481,ensembl_GRCm39_latest,17,1,46724710,start_of_STOP
ENSMUST00000102783,ensembl_GRCm39_latest,4,1,99813193,end_of_ATG
ENSMUST00000102783,ensembl_GRCm39_latest,4,1,99843959,start_of_STOP
ENSMUST00000036572,ensembl_GRCm39_latest,4,-1,141765054,end_of_ATG
ENSMUST00000036572,ensembl_GRCm39_latest,4,-1,141758999,start_of_STOP
ENSMUST00000238768,ensembl_GRCm39_latest,7,1,30215132,end_of_ATG
ENSMUST00000238768,ensembl_GRCm39_latest,7,1,30221509,start_of_STOP
ENSMUST00000043338,ensembl_GRCm39_latest,1,-1,165021869,end_of_ATG
ENSMUST00000043338,ensembl_GRCm39_latest,1,-1,165006827,start_of_STOP
ENSMUST00000238522,ensembl_GRCm39_latest,5,-1,46014837,end_of_ATG
ENSMUST00000238522,ensembl_GRCm39_latest,5,-1,45859328,start_of_STOP
ENSMUST00000047404,ensembl_GRCm39_latest,9,1,114517952,end_of_ATG
ENSMUST00000047404,ensembl_GRCm39_latest,9,1,114552431,start_of_STOP
ENSMUST00000170953,ensembl_GRCm39_latest,7,-1,115933340,end_of_ATG
ENSMUST00000170953,ensembl_GRCm39_latest,7,-1,115930787,start_of_STOP
ENSMUST00000043235,ensembl_GRCm39_latest,1,-1,165064400,end_of_ATG
ENSMUST00000043235,ensembl_GRCm39_latest,1,-1,165043311,start_of_STOP
ENSMUST00000035007,ensembl_GRCm39_latest,9,1,114560306,end_of_ATG
ENSMUST00000035007,ensembl_GRCm39_latest,9,1,114575642,start_of_STOP
ENSMUST00000035009,ensembl_GRCm39_latest,9,-1,114610868,end_of_ATG
ENSMUST00000035009,ensembl_GRCm39_latest,9,-1,114586348,start_of_STOP
ENSMUST00000051435,ensembl_GRCm39_latest,7,1,7174533,end_of_ATG
ENSMUST00000051435,ensembl_GRCm39_latest,7,1,7185995,start_of_STOP
ENSMUST00000178700,ensembl_GRCm39_latest,1,1,165123453,end_of_ATG
ENSMUST00000178700,ensembl_GRCm39_latest,1,1,165149268,start_of_STOP
ENSMUST00000074455,ensembl_GRCm39_latest,7,-1,7212792,end_of_ATG
ENSMUST00000074455,ensembl_GRCm39_latest,7,-1,7206441,start_of_STOP
ENSMUST00000165993,ensembl_GRCm39_latest,17,1,46739879,end_of_ATG
ENSMUST00000165993,ensembl_GRCm39_latest,17,1,46742339,start_of_STOP
ENSMUST00000047013,ensembl_GRCm39_latest,9,-1,114672993,end_of_ATG
ENSMUST00000047013,ensembl_GRCm39_latest,9,-1,114618732,start_of_STOP
ENSMUST00000046864,ensembl_GRCm39_latest,3,1,109248357,end_of_ATG
ENSMUST00000046864,ensembl_GRCm39_latest,3,1,109590923,start_of_STOP
ENSMUST00000155023,ensembl_GRCm39_latest,4,-1,142204883,end_of_ATG
ENSMUST00000155023,ensembl_GRCm39_latest,4,-1,141832103,start_of_STOP
ENSMUST00000112066,ensembl_GRCm39_latest,5,-1,115621168,end_of_ATG
ENSMUST00000112066,ensembl_GRCm39_latest,5,-1,115616462,start_of_STOP
ENSMUST00000105384,ensembl_GRCm39_latest,10,1,78410933,end_of_ATG
ENSMUST00000105384,ensembl_GRCm39_latest,10,1,78420080,start_of_STOP
ENSMUST00000045705,ensembl_GRCm39_latest,2,1,91596913,end_of_ATG
ENSMUST00000045705,ensembl_GRCm39_latest,2,1,91748166,start_of_STOP
ENSMUST00000027532,ensembl_GRCm39_latest,1,1,91226120,end_of_ATG
ENSMUST00000027532,ensembl_GRCm39_latest,1,1,91247950,start_of_STOP
ENSMUST00000146623,ensembl_GRCm39_latest,9,-1,114762783,end_of_ATG
ENSMUST00000146623,ensembl_GRCm39_latest,9,-1,114731476,start_of_STOP
ENSMUST00000029915,ensembl_GRCm39_latest,4,-1,21767117,end_of_ATG
ENSMUST00000029915,ensembl_GRCm39_latest,4,-1,21758405,start_of_STOP
ENSMUST00000142312,ensembl_GRCm39_latest,2,1,74512739,end_of_ATG
ENSMUST00000142312,ensembl_GRCm39_latest,2,1,74514480,start_of_STOP
ENSMUST00000114764,ensembl_GRCm39_latest,17,-1,28903860,end_of_ATG
ENSMUST00000114764,ensembl_GRCm39_latest,17,-1,28857144,start_of_STOP
ENSMUST00000040580,ensembl_GRCm39_latest,10,-1,78427721,end_of_ATG
ENSMUST00000040580,ensembl_GRCm39_latest,10,-1,78421338,start_of_STOP
ENSMUST00000045537,ensembl_GRCm39_latest,2,1,91757596,end_of_ATG
ENSMUST00000045537,ensembl_GRCm39_latest,2,1,91759031,start_of_STOP
ENSMUST00000061745,ensembl_GRCm39_latest,2,1,74522326,end_of_ATG
ENSMUST00000061745,ensembl_GRCm39_latest,2,1,74524710,start_of_STOP
ENSMUST00000203305,ensembl_GRCm39_latest,10,-1,78448471,end_of_ATG
ENSMUST00000203305,ensembl_GRCm39_latest,10,-1,78447534,start_of_STOP
ENSMUST00000057934,ensembl_GRCm39_latest,8,1,124100614,end_of_ATG
ENSMUST00000057934,ensembl_GRCm39_latest,8,1,124127971,start_of_STOP
ENSMUST00000030134,ensembl_GRCm39_latest,4,1,55350364,end_of_ATG
ENSMUST00000030134,ensembl_GRCm39_latest,4,1,55389995,start_of_STOP
ENSMUST00000059272,ensembl_GRCm39_latest,2,1,74528402,end_of_ATG
ENSMUST00000059272,ensembl_GRCm39_latest,2,1,74529763,start_of_STOP
ENSMUST00000088904,ensembl_GRCm39_latest,1,1,91249857,end_of_ATG
ENSMUST00000088904,ensembl_GRCm39_latest,1,1,91273657,start_of_STOP
ENSMUST00000183104,ensembl_GRCm39_latest,9,1,114807748,end_of_ATG
ENSMUST00000183104,ensembl_GRCm39_latest,9,1,115061222,start_of_STOP
ENSMUST00000098324,ensembl_GRCm39_latest,8,1,124134251,end_of_ATG
ENSMUST00000098324,ensembl_GRCm39_latest,8,1,124135194,start_of_STOP
ENSMUST00000019749,ensembl_GRCm39_latest,2,1,74535894,end_of_ATG
ENSMUST00000019749,ensembl_GRCm39_latest,2,1,74537154,start_of_STOP
ENSMUST00000107619,ensembl_GRCm39_latest,4,-1,55531869,end_of_ATG
ENSMUST00000107619,ensembl_GRCm39_latest,4,-1,55528127,start_of_STOP
ENSMUST00000053150,ensembl_GRCm39_latest,9,-1,114811773,end_of_ATG
ENSMUST00000053150,ensembl_GRCm39_latest,9,-1,114811523,start_of_STOP
ENSMUST00000111983,ensembl_GRCm39_latest,2,1,74574358,end_of_ATG
ENSMUST00000111983,ensembl_GRCm39_latest,2,1,74577421,start_of_STOP
ENSMUST00000071134,ensembl_GRCm39_latest,8,1,124138347,end_of_ATG
ENSMUST00000071134,ensembl_GRCm39_latest,8,1,124148419,start_of_STOP
ENSMUST00000087012,ensembl_GRCm39_latest,17,-1,46749313,end_of_ATG
ENSMUST00000087012,ensembl_GRCm39_latest,17,-1,46743409,start_of_STOP
ENSMUST00000005488,ensembl_GRCm39_latest,10,-1,78551690,end_of_ATG
ENSMUST00000005488,ensembl_GRCm39_latest,10,-1,78549173,start_of_STOP
ENSMUST00000027856,ensembl_GRCm39_latest,1,-1,165287794,end_of_ATG
ENSMUST00000027856,ensembl_GRCm39_latest,1,-1,165157510,start_of_STOP
ENSMUST00000105383,ensembl_GRCm39_latest,10,-1,78588806,end_of_ATG
ENSMUST00000105383,ensembl_GRCm39_latest,10,-1,78582885,start_of_STOP
ENSMUST00000035010,ensembl_GRCm39_latest,9,-1,115139122,end_of_ATG
ENSMUST00000035010,ensembl_GRCm39_latest,9,-1,115073035,start_of_STOP
ENSMUST00000047034,ensembl_GRCm39_latest,17,-1,46795181,end_of_ATG
ENSMUST00000047034,ensembl_GRCm39_latest,17,-1,46756104,start_of_STOP
ENSMUST00000179755,ensembl_GRCm39_latest,7,1,99184988,end_of_ATG
ENSMUST00000179755,ensembl_GRCm39_latest,7,1,99250414,start_of_STOP
ENSMUST00000027533,ensembl_GRCm39_latest,1,1,91281403,end_of_ATG
ENSMUST00000027533,ensembl_GRCm39_latest,1,1,91288986,start_of_STOP
ENSMUST00000178124,ensembl_GRCm39_latest,7,-1,99275853,end_of_ATG
ENSMUST00000178124,ensembl_GRCm39_latest,7,-1,99274703,start_of_STOP
ENSMUST00000046497,ensembl_GRCm39_latest,17,1,46807738,end_of_ATG
ENSMUST00000046497,ensembl_GRCm39_latest,17,1,46809979,start_of_STOP
ENSMUST00000005490,ensembl_GRCm39_latest,10,1,78623605,end_of_ATG
ENSMUST00000005490,ensembl_GRCm39_latest,10,1,78650447,start_of_STOP
ENSMUST00000205100,ensembl_GRCm39_latest,10,-1,78683745,end_of_ATG
ENSMUST00000205100,ensembl_GRCm39_latest,10,-1,78682787,start_of_STOP
ENSMUST00000078414,ensembl_GRCm39_latest,10,1,78715010,end_of_ATG
ENSMUST00000078414,ensembl_GRCm39_latest,10,1,78715938,start_of_STOP
ENSMUST00000210333,ensembl_GRCm39_latest,7,-1,7244930,end_of_ATG
ENSMUST00000210333,ensembl_GRCm39_latest,7,-1,7237360,start_of_STOP
ENSMUST00000217073,ensembl_GRCm39_latest,10,1,78752678,end_of_ATG
ENSMUST00000217073,ensembl_GRCm39_latest,10,1,78753606,start_of_STOP
ENSMUST00000029542,ensembl_GRCm39_latest,3,-1,90340255,end_of_ATG
ENSMUST00000029542,ensembl_GRCm39_latest,3,-1,90299337,start_of_STOP
ENSMUST00000214952,ensembl_GRCm39_latest,10,1,78791043,end_of_ATG
ENSMUST00000214952,ensembl_GRCm39_latest,10,1,78791971,start_of_STOP
ENSMUST00000170922,ensembl_GRCm39_latest,7,-1,7250325,end_of_ATG
ENSMUST00000170922,ensembl_GRCm39_latest,7,-1,7234328,start_of_STOP
ENSMUST00000039718,ensembl_GRCm39_latest,10,1,78805487,end_of_ATG
ENSMUST00000039718,ensembl_GRCm39_latest,10,1,78806412,start_of_STOP
ENSMUST00000029911,ensembl_GRCm39_latest,4,1,21854360,end_of_ATG
ENSMUST00000029911,ensembl_GRCm39_latest,4,1,21874941,start_of_STOP
ENSMUST00000058991,ensembl_GRCm39_latest,10,1,78819628,end_of_ATG
ENSMUST00000058991,ensembl_GRCm39_latest,10,1,78820553,start_of_STOP
ENSMUST00000216030,ensembl_GRCm39_latest,10,1,78853160,end_of_ATG
ENSMUST00000216030,ensembl_GRCm39_latest,10,1,78854115,start_of_STOP
ENSMUST00000203906,ensembl_GRCm39_latest,10,1,78870634,end_of_ATG
ENSMUST00000203906,ensembl_GRCm39_latest,10,1,78871589,start_of_STOP
ENSMUST00000039271,ensembl_GRCm39_latest,10,-1,78933310,end_of_ATG
ENSMUST00000039271,ensembl_GRCm39_latest,10,-1,78902307,start_of_STOP
ENSMUST00000193287,ensembl_GRCm39_latest,3,1,32569446,end_of_ATG
ENSMUST00000193287,ensembl_GRCm39_latest,3,1,32574832,start_of_STOP
ENSMUST00000108905,ensembl_GRCm39_latest,11,1,54195113,end_of_ATG
ENSMUST00000108905,ensembl_GRCm39_latest,11,1,54252021,start_of_STOP
ENSMUST00000210219,ensembl_GRCm39_latest,1,-1,194858916,end_of_ATG
ENSMUST00000210219,ensembl_GRCm39_latest,1,-1,194823500,start_of_STOP
ENSMUST00000030784,ensembl_GRCm39_latest,5,-1,25305120,end_of_ATG
ENSMUST00000030784,ensembl_GRCm39_latest,5,-1,25068856,start_of_STOP
ENSMUST00000165834,ensembl_GRCm39_latest,10,1,78984652,end_of_ATG
ENSMUST00000165834,ensembl_GRCm39_latest,10,1,79030765,start_of_STOP
ENSMUST00000095080,ensembl_GRCm39_latest,4,-1,56741354,end_of_ATG
ENSMUST00000095080,ensembl_GRCm39_latest,4,-1,56740102,start_of_STOP
ENSMUST00000181745,ensembl_GRCm39_latest,4,1,56740819,end_of_ATG
ENSMUST00000181745,ensembl_GRCm39_latest,4,1,56741195,start_of_STOP
ENSMUST00000092576,ensembl_GRCm39_latest,2,1,157299007,end_of_ATG
ENSMUST00000092576,ensembl_GRCm39_latest,2,1,157311879,start_of_STOP
ENSMUST00000095079,ensembl_GRCm39_latest,4,1,56743477,end_of_ATG
ENSMUST00000095079,ensembl_GRCm39_latest,4,1,56744795,start_of_STOP
ENSMUST00000020547,ensembl_GRCm39_latest,10,1,79083630,end_of_ATG
ENSMUST00000020547,ensembl_GRCm39_latest,10,1,79129706,start_of_STOP
ENSMUST00000027853,ensembl_GRCm39_latest,1,1,165288974,end_of_ATG
ENSMUST00000027853,ensembl_GRCm39_latest,1,1,165308506,start_of_STOP
ENSMUST00000170596,ensembl_GRCm39_latest,10,1,79192427,end_of_ATG
ENSMUST00000170596,ensembl_GRCm39_latest,10,1,79232598,start_of_STOP
ENSMUST00000047904,ensembl_GRCm39_latest,2,1,74557625,end_of_ATG
ENSMUST00000047904,ensembl_GRCm39_latest,2,1,74558929,start_of_STOP
ENSMUST00000053932,ensembl_GRCm39_latest,2,1,74557625,end_of_ATG
ENSMUST00000053932,ensembl_GRCm39_latest,2,1,74558708,start_of_STOP
ENSMUST00000029909,ensembl_GRCm39_latest,4,1,21879690,end_of_ATG
ENSMUST00000029909,ensembl_GRCm39_latest,4,1,21910637,start_of_STOP
ENSMUST00000167976,ensembl_GRCm39_latest,10,1,79304794,end_of_ATG
ENSMUST00000167976,ensembl_GRCm39_latest,10,1,79327986,start_of_STOP
ENSMUST00000182485,ensembl_GRCm39_latest,17,-1,46854698,end_of_ATG
ENSMUST00000182485,ensembl_GRCm39_latest,17,-1,46811636,start_of_STOP
ENSMUST00000088494,ensembl_GRCm39_latest,2,-1,157400071,end_of_ATG
ENSMUST00000088494,ensembl_GRCm39_latest,2,-1,157399812,start_of_STOP
ENSMUST00000086861,ensembl_GRCm39_latest,1,1,91294205,end_of_ATG
ENSMUST00000086861,ensembl_GRCm39_latest,1,1,91300196,start_of_STOP
ENSMUST00000000208,ensembl_GRCm39_latest,11,1,83076138,end_of_ATG
ENSMUST00000000208,ensembl_GRCm39_latest,11,1,83080118,start_of_STOP
ENSMUST00000029908,ensembl_GRCm39_latest,4,1,21931566,end_of_ATG
ENSMUST00000029908,ensembl_GRCm39_latest,4,1,21993585,start_of_STOP
ENSMUST00000029540,ensembl_GRCm39_latest,3,-1,90372808,end_of_ATG
ENSMUST00000029540,ensembl_GRCm39_latest,3,-1,90358429,start_of_STOP
ENSMUST00000047793,ensembl_GRCm39_latest,2,1,74593448,end_of_ATG
ENSMUST00000047793,ensembl_GRCm39_latest,2,1,74594731,start_of_STOP
ENSMUST00000030778,ensembl_GRCm39_latest,5,1,25391105,end_of_ATG
ENSMUST00000030778,ensembl_GRCm39_latest,5,1,25425178,start_of_STOP
ENSMUST00000028511,ensembl_GRCm39_latest,2,1,74656350,end_of_ATG
ENSMUST00000028511,ensembl_GRCm39_latest,2,1,74706816,start_of_STOP
ENSMUST00000093049,ensembl_GRCm39_latest,8,1,124174539,end_of_ATG
ENSMUST00000093049,ensembl_GRCm39_latest,8,1,124186871,start_of_STOP
ENSMUST00000039234,ensembl_GRCm39_latest,4,1,22376568,end_of_ATG
ENSMUST00000039234,ensembl_GRCm39_latest,4,1,22433728,start_of_STOP
ENSMUST00000094193,ensembl_GRCm39_latest,11,1,54261497,end_of_ATG
ENSMUST00000094193,ensembl_GRCm39_latest,11,1,54317503,start_of_STOP
ENSMUST00000063879,ensembl_GRCm39_latest,10,-1,79369507,end_of_ATG
ENSMUST00000063879,ensembl_GRCm39_latest,10,-1,79362968,start_of_STOP
ENSMUST00000214041,ensembl_GRCm39_latest,11,1,83082165,end_of_ATG
ENSMUST00000214041,ensembl_GRCm39_latest,11,1,83105925,start_of_STOP
ENSMUST00000178174,ensembl_GRCm39_latest,4,-1,22488129,end_of_ATG
ENSMUST00000178174,ensembl_GRCm39_latest,4,-1,22486796,start_of_STOP
ENSMUST00000015749,ensembl_GRCm39_latest,17,-1,46866752,end_of_ATG
ENSMUST00000015749,ensembl_GRCm39_latest,17,-1,46860011,start_of_STOP
ENSMUST00000163961,ensembl_GRCm39_latest,11,-1,83174987,end_of_ATG
ENSMUST00000163961,ensembl_GRCm39_latest,11,-1,83166816,start_of_STOP
ENSMUST00000044442,ensembl_GRCm39_latest,17,-1,46940246,end_of_ATG
ENSMUST00000044442,ensembl_GRCm39_latest,17,-1,46876263,start_of_STOP
ENSMUST00000091257,ensembl_GRCm39_latest,3,1,32586056,end_of_ATG
ENSMUST00000091257,ensembl_GRCm39_latest,3,1,32631288,start_of_STOP
ENSMUST00000093043,ensembl_GRCm39_latest,8,1,124247345,end_of_ATG
ENSMUST00000093043,ensembl_GRCm39_latest,8,1,124263259,start_of_STOP
ENSMUST00000003642,ensembl_GRCm39_latest,17,-1,46955430,end_of_ATG
ENSMUST00000003642,ensembl_GRCm39_latest,17,-1,46941951,start_of_STOP
ENSMUST00000042055,ensembl_GRCm39_latest,2,1,30306316,end_of_ATG
ENSMUST00000042055,ensembl_GRCm39_latest,2,1,30336464,start_of_STOP
ENSMUST00000165028,ensembl_GRCm39_latest,10,-1,79390914,end_of_ATG
ENSMUST00000165028,ensembl_GRCm39_latest,10,-1,79377014,start_of_STOP
ENSMUST00000002844,ensembl_GRCm39_latest,17,1,46957231,end_of_ATG
ENSMUST00000002844,ensembl_GRCm39_latest,17,1,46961020,start_of_STOP
ENSMUST00000045487,ensembl_GRCm39_latest,8,1,124380687,end_of_ATG
ENSMUST00000045487,ensembl_GRCm39_latest,8,1,124388053,start_of_STOP
ENSMUST00000001042,ensembl_GRCm39_latest,3,1,90383550,end_of_ATG
ENSMUST00000001042,ensembl_GRCm39_latest,3,1,90394924,start_of_STOP
ENSMUST00000088484,ensembl_GRCm39_latest,2,1,157402111,end_of_ATG
ENSMUST00000088484,ensembl_GRCm39_latest,2,1,157403689,start_of_STOP
ENSMUST00000149884,ensembl_GRCm39_latest,3,-1,90398279,end_of_ATG
ENSMUST00000149884,ensembl_GRCm39_latest,3,-1,90396801,start_of_STOP
ENSMUST00000118535,ensembl_GRCm39_latest,8,1,124532877,end_of_ATG
ENSMUST00000118535,ensembl_GRCm39_latest,8,1,124560867,start_of_STOP
ENSMUST00000020550,ensembl_GRCm39_latest,10,1,79518250,end_of_ATG
ENSMUST00000020550,ensembl_GRCm39_latest,10,1,79523891,start_of_STOP
ENSMUST00000030140,ensembl_GRCm39_latest,4,-1,56800122,end_of_ATG
ENSMUST00000030140,ensembl_GRCm39_latest,4,-1,56751654,start_of_STOP
ENSMUST00000108659,ensembl_GRCm39_latest,11,-1,69435366,end_of_ATG
ENSMUST00000108659,ensembl_GRCm39_latest,11,-1,69311821,start_of_STOP
ENSMUST00000122421,ensembl_GRCm39_latest,8,-1,124586147,end_of_ATG
ENSMUST00000122421,ensembl_GRCm39_latest,8,-1,124569083,start_of_STOP
ENSMUST00000212819,ensembl_GRCm39_latest,5,1,115644917,end_of_ATG
ENSMUST00000212819,ensembl_GRCm39_latest,5,1,115692192,start_of_STOP
ENSMUST00000034453,ensembl_GRCm39_latest,8,-1,124620434,end_of_ATG
ENSMUST00000034453,ensembl_GRCm39_latest,8,-1,124618750,start_of_STOP
ENSMUST00000020549,ensembl_GRCm39_latest,10,1,79525247,end_of_ATG
ENSMUST00000020549,ensembl_GRCm39_latest,10,1,79530992,start_of_STOP
ENSMUST00000045368,ensembl_GRCm39_latest,4,1,56802614,end_of_ATG
ENSMUST00000045368,ensembl_GRCm39_latest,4,1,56806169,start_of_STOP
ENSMUST00000028672,ensembl_GRCm39_latest,2,-1,91761790,end_of_ATG
ENSMUST00000028672,ensembl_GRCm39_latest,2,-1,91760437,start_of_STOP
ENSMUST00000046835,ensembl_GRCm39_latest,11,1,54329125,end_of_ATG
ENSMUST00000046835,ensembl_GRCm39_latest,11,1,54406400,start_of_STOP
ENSMUST00000143567,ensembl_GRCm39_latest,1,-1,133681017,end_of_ATG
ENSMUST00000143567,ensembl_GRCm39_latest,1,-1,133634431,start_of_STOP
ENSMUST00000044795,ensembl_GRCm39_latest,8,-1,124675913,end_of_ATG
ENSMUST00000044795,ensembl_GRCm39_latest,8,-1,124626115,start_of_STOP
ENSMUST00000067036,ensembl_GRCm39_latest,10,1,79540354,end_of_ATG
ENSMUST00000067036,ensembl_GRCm39_latest,10,1,79547389,start_of_STOP
ENSMUST00000215784,ensembl_GRCm39_latest,9,-1,67304933,end_of_ATG
ENSMUST00000215784,ensembl_GRCm39_latest,9,-1,67128674,start_of_STOP
ENSMUST00000018877,ensembl_GRCm39_latest,11,-1,83189265,end_of_ATG
ENSMUST00000018877,ensembl_GRCm39_latest,11,-1,83186869,start_of_STOP
ENSMUST00000072596,ensembl_GRCm39_latest,3,-1,110042822,end_of_ATG
ENSMUST00000072596,ensembl_GRCm39_latest,3,-1,109690000,start_of_STOP
ENSMUST00000045142,ensembl_GRCm39_latest,4,-1,56865112,end_of_ATG
ENSMUST00000045142,ensembl_GRCm39_latest,4,-1,56812331,start_of_STOP
ENSMUST00000099513,ensembl_GRCm39_latest,10,1,79552505,end_of_ATG
ENSMUST00000099513,ensembl_GRCm39_latest,10,1,79571372,start_of_STOP
ENSMUST00000075578,ensembl_GRCm39_latest,8,-1,124709550,end_of_ATG
ENSMUST00000075578,ensembl_GRCm39_latest,8,-1,124681049,start_of_STOP
ENSMUST00000153273,ensembl_GRCm39_latest,11,-1,103395421,end_of_ATG
ENSMUST00000153273,ensembl_GRCm39_latest,11,-1,103341571,start_of_STOP
ENSMUST00000171652,ensembl_GRCm39_latest,9,1,67667008,end_of_ATG
ENSMUST00000171652,ensembl_GRCm39_latest,9,1,67668026,start_of_STOP
ENSMUST00000190378,ensembl_GRCm39_latest,3,-1,110158285,end_of_ATG
ENSMUST00000190378,ensembl_GRCm39_latest,3,-1,110157153,start_of_STOP
ENSMUST00000054500,ensembl_GRCm39_latest,9,-1,67739039,end_of_ATG
ENSMUST00000054500,ensembl_GRCm39_latest,9,-1,67738039,start_of_STOP
ENSMUST00000165628,ensembl_GRCm39_latest,8,-1,124736567,end_of_ATG
ENSMUST00000165628,ensembl_GRCm39_latest,8,-1,124724050,start_of_STOP
ENSMUST00000059279,ensembl_GRCm39_latest,11,-1,103511964,end_of_ATG
ENSMUST00000059279,ensembl_GRCm39_latest,11,-1,103425450,start_of_STOP
ENSMUST00000021328,ensembl_GRCm39_latest,11,-1,103527720,end_of_ATG
ENSMUST00000021328,ensembl_GRCm39_latest,11,-1,103522150,start_of_STOP
ENSMUST00000034457,ensembl_GRCm39_latest,8,1,124750214,end_of_ATG
ENSMUST00000034457,ensembl_GRCm39_latest,8,1,124774043,start_of_STOP
ENSMUST00000057870,ensembl_GRCm39_latest,11,1,103540609,end_of_ATG
ENSMUST00000057870,ensembl_GRCm39_latest,11,1,103540958,start_of_STOP
ENSMUST00000021329,ensembl_GRCm39_latest,11,-1,103588482,end_of_ATG
ENSMUST00000021329,ensembl_GRCm39_latest,11,-1,103570064,start_of_STOP
ENSMUST00000155737,ensembl_GRCm39_latest,3,-1,32656248,end_of_ATG
ENSMUST00000155737,ensembl_GRCm39_latest,3,-1,32639271,start_of_STOP
ENSMUST00000018630,ensembl_GRCm39_latest,11,-1,103640593,end_of_ATG
ENSMUST00000018630,ensembl_GRCm39_latest,11,-1,103621578,start_of_STOP
ENSMUST00000000127,ensembl_GRCm39_latest,11,1,103665097,end_of_ATG
ENSMUST00000000127,ensembl_GRCm39_latest,11,1,103703584,start_of_STOP
ENSMUST00000034458,ensembl_GRCm39_latest,8,1,124958268,end_of_ATG
ENSMUST00000034458,ensembl_GRCm39_latest,8,1,125070195,start_of_STOP
ENSMUST00000186470,ensembl_GRCm39_latest,1,-1,36407062,end_of_ATG
ENSMUST00000186470,ensembl_GRCm39_latest,1,-1,36376714,start_of_STOP
ENSMUST00000140012,ensembl_GRCm39_latest,8,-1,125160863,end_of_ATG
ENSMUST00000140012,ensembl_GRCm39_latest,8,-1,125097232,start_of_STOP
ENSMUST00000020580,ensembl_GRCm39_latest,10,-1,79582384,end_of_ATG
ENSMUST00000020580,ensembl_GRCm39_latest,10,-1,79572070,start_of_STOP
ENSMUST00000098673,ensembl_GRCm39_latest,3,-1,113165996,end_of_ATG
ENSMUST00000098673,ensembl_GRCm39_latest,3,-1,113156529,start_of_STOP
ENSMUST00000124051,ensembl_GRCm39_latest,1,-1,133834770,end_of_ATG
ENSMUST00000124051,ensembl_GRCm39_latest,1,-1,133825540,start_of_STOP
ENSMUST00000004990,ensembl_GRCm39_latest,17,1,28910716,end_of_ATG
ENSMUST00000004990,ensembl_GRCm39_latest,17,1,28965310,start_of_STOP
ENSMUST00000020577,ensembl_GRCm39_latest,10,1,79590973,end_of_ATG
ENSMUST00000020577,ensembl_GRCm39_latest,10,1,79592906,start_of_STOP
ENSMUST00000034460,ensembl_GRCm39_latest,8,1,125247621,end_of_ATG
ENSMUST00000034460,ensembl_GRCm39_latest,8,1,125278229,start_of_STOP
ENSMUST00000103075,ensembl_GRCm39_latest,11,-1,103844805,end_of_ATG
ENSMUST00000103075,ensembl_GRCm39_latest,11,-1,103714066,start_of_STOP
